"","rowname","colname","p_M","R_M"
"337","D-Leucic Acid","Suberic Acid",9.80484113577741e-69,0.731034482758621
"338","1/3-Methylhistidine","N-AcetylGlycine",1.83755970785956e-68,-0.630049261083744
"339","Biopterin","Pyridoxamine",1.97132868139913e-68,0.715763546798029
"340","Methionine","Urate",2.13931540202693e-68,-0.586699507389162
"341","Betaine","Choline",2.49775789737588e-68,0.72167487684729
"342","2-Aminoisobutyric Acid","Alanine",2.6903272234952e-68,0.737931034482758
"343","Cadaverine","Glucosamine",3.14416323315545e-68,-0.65615763546798
"344","Betaine","Glucosamine",3.35433530991311e-68,-0.629064039408867
"345","2-Hydroxyglutarate","Succinylcarnitine",3.70397810963412e-68,0.545320197044335
"346","1-Methylnicotinamide","Glucosamine",4.63958738586396e-68,-0.658620689655172
"347","2-Hydroxyphenylacetate","Phenylacetic Acid",4.83488450373395e-68,0.693103448275862
"348","2-Hydroxyphenylacetate","D-Leucic Acid",5.16438927488519e-68,0.675862068965517
"349","AMP","GMP",5.35185243110718e-68,0.786206896551724
"350","Arginine","Pyridoxamine",5.63489536440545e-68,0.627586206896552
"351","Suberic Acid","Trigonelline",6.53032823159085e-68,0.736945812807882
"352","Glycerol-3-P","Indole-3-Carboxylic Acid",9.29035442758098e-68,-0.623152709359606
"353","3HBA","Hydrocinnamic Acid",9.31385155019869e-68,0.627586206896552
"354","Glycerol-3-P","Ribulose 5-Phosphate",9.44875726049693e-68,0.757142857142857
"355","Glycerol-3-P","Indole-2-Carboxylic Acid",1.26071962394885e-67,-0.639901477832512
"356","Citraconic Acid","Glucosamine",1.43715141248643e-67,-0.630541871921182
"357","Creatine","Ornithine",1.71217025792216e-67,0.770443349753694
"358","N-Ac-Phenylalanine","Pyridoxamine",1.78882656034664e-67,0.712807881773399
"359","Erythrose-4-Phosphate","N-Ac-Alanine",1.93049489349682e-67,-0.715763546798029
"360","Hydrocinnamic Acid","Methionine",3.52587067912626e-67,-0.557635467980296
"361","Homocitrulline","Indole-2-Carboxylic Acid",3.65069242571042e-67,-0.624137931034483
"362","Choline","Oxalacetate",4.45829410540373e-67,0.707881773399015
"363","Betaine","Succinylcarnitine",4.93629346692558e-67,-0.508374384236453
"364","1/3-Methylhistidine","Oxalacetate",5.31753121088843e-67,-0.672413793103448
"365","Cholecalciferol","Glutaric Acid",7.16964703924138e-67,0.733004926108374
"366","Indole-2-Carboxylic Acid","N-Ac-Alanine",8.63668096010755e-67,0.585221674876847
"367","G1P/F1P/F6P","N-Ac-Alanine",1.26382941050326e-66,-0.724137931034483
"368","1/3-Methylhistidine","Maleic Acid",1.5564667709794e-66,-0.625615763546798
"369","PEP","Urate",2.13136751379684e-66,-0.649753694581281
"370","Palmitic Acid","Pyridoxamine",2.20613252334619e-66,0.663054187192118
"371","Choline","Citraconic Acid",2.28933000983694e-66,0.660098522167488
"372","2-Hydroxyglutarate","Arginine",2.30883140659081e-66,-0.60935960591133
"373","Pyridoxamine","Retinol",2.81476076446261e-66,0.555665024630542
"374","1-Methyladenosine","Indole-2-Carboxylic Acid",3.84311775018183e-66,0.597044334975369
"375","G6P","N-Ac-Alanine",6.77831250942887e-66,-0.720689655172414
"376","S-Adenosylmethionine (SAM)","Succinylcarnitine",8.69662455524492e-66,0.550246305418719
"377","Oxalacetate","Retinol",1.3506485804171e-65,0.657635467980295
"378","Guanosine","Xanthosine",1.46424938391651e-65,0.933004926108374
"379","Cadaverine","Retinol",1.54498787393612e-65,0.678817733990148
"380","2-Hydroxyglutarate","Glycerophosphocholine",1.75520519152747e-65,0.533497536945813
"381","1/3-Methylhistidine","Retinol",1.79764662878293e-65,-0.623152709359606
"382","Adipic Acid / 3-Methylglutaric Acid","Ergocalciferol",2.08319650903016e-65,0.698522167487685
"383","Citraconic Acid","Succinylcarnitine",2.09734380930199e-65,-0.548275862068965
"384","Maleic Acid","Methionine",2.16926107709057e-65,-0.54679802955665
"385","1-Methylnicotinamide","DHAP/D-GA3P",2.20865442186236e-65,-0.690147783251231
"386","Choline","D-Leucic Acid",2.70441667006815e-65,0.735960591133005
"387","2-isoPropylmalic Acid","N-Ac-Alanine",2.81897780021922e-65,0.713300492610837
"388","Phenylacetic Acid","UDP-GlcNAc",2.9635606356488e-65,-0.677339901477832
"389","2-Hydroxyglutarate","PEP",3.17749974921553e-65,0.572413793103448
"390","Arginine","Hydrocinnamic Acid",3.87369930970407e-65,0.619704433497537
"391","Azelaic Acid","Ergocalciferol",4.91503115419837e-65,0.656650246305419
"392","Lactate","Xanthine",4.9486101883174e-65,-0.65615763546798
"393","3HBA","S-Adenosylmethionine (SAM)",5.44766287833006e-65,-0.574384236453202
"394","Glucosamine","Pyridoxamine",7.02953600211724e-65,-0.540886699507389
"395","2-isoPropylmalic Acid","Taurine",7.06772154421701e-65,0.656650246305419
"396","Methionine","SAH",7.32771197387197e-65,0.633990147783251
"397","2-Hydroxyglutarate","Phenylacetic Acid",8.06261269442533e-65,-0.577339901477832
"398","Azelaic Acid","Hydrocinnamic Acid",8.26081168550711e-65,0.638916256157635
"399","2-Aminoisobutyric Acid","Glycerol-3-P",8.3073145999745e-65,-0.652216748768473
"400","Ergocalciferol","Methionine",9.07083764419859e-65,-0.547783251231527
"401","Glyceraldehyde","Urate",1.03774987841028e-64,-0.606403940886699
"402","N-AcetylGlycine","Phenylacetic Acid",1.04518931371219e-64,0.625615763546798
"403","Alanine","Uridine",1.52320460702783e-64,-0.625123152709359
"404","Adipic Acid / 3-Methylglutaric Acid","Hydrocinnamic Acid",1.71035335391882e-64,0.691133004926108
"405","Retinol","Succinylcarnitine",1.72650759439765e-64,-0.525615763546798
"406","Choline","Glutaric Acid",2.42182899584006e-64,0.696551724137931
"407","3-Hydroxyisovaleric Acid","N-AcetylGlycine",2.89263715646806e-64,0.616748768472906
"408","Methionine","Retinol",3.38770579248652e-64,-0.577832512315271
"409","Maleic Acid","Succinylcarnitine",3.99878110488616e-64,-0.538423645320197
"410","1/3-Methylhistidine","Citraconic Acid",4.73497905792141e-64,-0.606403940886699
"411","3HBA","Urate",4.84509931430366e-64,0.617241379310345
"412","1/3-Methylhistidine","Betaine",6.32730404320493e-64,-0.633004926108374
"413","Methionine","S-Adenosylmethionine (SAM)",7.23175938686063e-64,0.596551724137931
"414","Ergocalciferol","Glycerophosphocholine",7.98595713196709e-64,-0.569950738916256
"415","D-Leucic Acid","Retinol",9.09267086919624e-64,0.622660098522167
"416","Imidazoleacetic Acid","Methionine",9.7727031112621e-64,0.50935960591133
"417","Cadaverine","Choline",9.85570576158587e-64,0.6935960591133
"418","Taurine","Uridine",1.03670432384249e-63,-0.643349753694581
"419","Citraconic Acid","Glyceraldehyde",1.06446193922375e-63,-0.62807881773399
"420","Ergocalciferol","Suberic Acid",1.22248735456502e-63,0.661576354679803
"421","Indole-2-Carboxylic Acid","Palmitic Acid",1.7826078136493e-63,0.670935960591133
"422","1-Methylnicotinamide","1/3-Methylhistidine",1.81899062236682e-63,-0.660591133004926
"423","1-Methylnicotinamide","Homocitrulline",1.93323702928322e-63,-0.692610837438424
"424","2-isoPropylmalic Acid","Lactate",1.94618380791521e-63,-0.625123152709359
"425","Glucosamine","N-AcetylGlycine",1.97793852352724e-63,-0.644827586206896
"426","1-Methylnicotinamide","Choline",2.50923463507173e-63,0.696059113300493
"427","D-Leucic Acid","Maleic Acid",3.37279497178405e-63,0.655172413793103
"428","Choline","Pyruvate",3.809835930867e-63,-0.724630541871921
"429","DHAP/D-GA3P","Oxalacetate",4.07500018677675e-63,-0.681773399014778
"430","Glucosamine","Urate",4.48622090961688e-63,-0.579802955665024
"431","Glucosamine","Maleic Acid",4.52886925572037e-63,-0.585714285714286
"432","Cystathionine","Hydrocinnamic Acid",5.2147167962589e-63,-0.60295566502463
"433","Biopterin","SAH",5.24943786514253e-63,-0.554679802955665
"434","Ergocalciferol","Succinylcarnitine",6.03362642959966e-63,-0.45320197044335
"435","1-Methylnicotinamide","Retinol",6.73178065996145e-63,0.641379310344827
"436","Ergocalciferol","Phenylacetic Acid",7.11507435439895e-63,0.554187192118227
"437","2-Hydroxyphenylacetate","Pyridoxamine",7.14114728667052e-63,0.589162561576355
"438","2-Hydroxyglutarate","Glutaric Acid",7.90436990895123e-63,-0.51871921182266
"439","Hydrocinnamic Acid","Suberic Acid",8.18268445471015e-63,0.660098522167488
"440","2-Aminoisobutyric Acid","Homocitrulline",9.07759557068017e-63,-0.639901477832512
"441","2-Hydroxyglutarate","Palmitic Acid",1.01663969360547e-62,-0.595073891625616
"442","Cadaverine","DHAP/D-GA3P",1.14311157295934e-62,-0.661083743842364
"443","Leucine /D-Norleucine","Valine",1.78032109363354e-62,0.833497536945813
"444","2-isoPropylmalic Acid","G6P",1.80595118138946e-62,-0.704433497536946
"445","1/3-Methylhistidine","Glutaric Acid",1.89189768098471e-62,-0.590147783251231
"446","Adipic Acid / 3-Methylglutaric Acid","Tryptophan",1.91591615617097e-62,-0.579802955665024
"447","D-Leucic Acid","Hydrocinnamic Acid",2.1425378158925e-62,0.654679802955665
"448","3-Hydroxyisovaleric Acid","UDP-GlcNAc",4.85491778629855e-62,-0.604926108374384
"449","1/3-Methylhistidine","2-Hydroxyphenylacetate",5.23551125335721e-62,-0.602463054187192
"450","D-Leucic Acid","Phenylacetic Acid",5.71376119241704e-62,0.681773399014778
"451","3-(4-Hydroxyphenyl)Propionate","Uridine",5.93629540327115e-62,-0.56256157635468
"452","Palmitic Acid","S-Adenosylmethionine (SAM)",6.30041054120252e-62,-0.723152709359606
"453","Glutaric Acid","Succinylcarnitine",6.60065530598866e-62,-0.563546798029557
"454","Choline","Citrulline",7.63976302991252e-62,0.557635467980296
"455","1/3-Methylhistidine","Cadaverine",8.79664332238452e-62,-0.639408866995074
"456","Glycerol-3-P","Uridine",1.10592439403191e-61,0.599507389162562
"457","Homocitrulline","Uridine",1.10684970250588e-61,0.60295566502463
"458","3-Hydroxyisovaleric Acid","Methionine",1.20706930866608e-61,-0.544827586206896
"459","Citraconic Acid","N-AcetylGlycine",1.35806038939187e-61,0.610344827586207
"460","2-Hydroxyphenylacetate","Cystathionine",1.57358726531854e-61,-0.559605911330049
"461","Glucosamine","PEP",1.91459249396856e-61,0.611330049261084
"462","Cadaverine","Succinylcarnitine",1.93521642956929e-61,-0.532019704433497
"463","Azelaic Acid","Trigonelline",2.16342201528417e-61,0.697044334975369
"464","Cholesteryl Sulfate","Creatine",2.16346446640494e-61,0.64384236453202
"465","Cadaverine","Homocitrulline",2.61000960751922e-61,-0.686699507389162
"466","Glyceraldehyde","Palmitic Acid",2.85624487856701e-61,-0.611330049261084
"467","cAMP","N-Ac-Alanine",3.34751753594233e-61,-0.709852216748768
"468","Leucine /D-Norleucine","Phenylalanine",3.93113457554245e-61,0.80295566502463
"469","Glucosamine","S-Adenosylmethionine (SAM)",4.80549908285919e-61,0.607881773399015
"470","1-Methylnicotinamide","Succinylcarnitine",5.48701232588499e-61,-0.539901477832512
"471","Glutaric Acid","Oxalacetate",6.18635229160335e-61,0.673399014778325
"472","Homocitrulline","Ribulose 5-Phosphate",6.18635229160335e-61,0.728571428571428
"473","D-Leucic Acid","N-AcetylGlycine",6.61462846447938e-61,0.566502463054187
"474","Oxalacetate","Succinylcarnitine",7.11844529772217e-61,-0.525615763546798
"475","Alanine","Glycerol-3-P",8.78992223987029e-61,-0.584729064039409
"476","Cholecalciferol","N-AcetylGlycine",1.181535745254e-60,0.713300492610837
"477","Citraconic Acid","DHAP/D-GA3P",1.26881920801558e-60,-0.678817733990148
"478","Ergocalciferol","Pyridoxamine",1.30375051140874e-60,0.499014778325123
"479","SAH","Succinylcarnitine",1.3646268015992e-60,0.418226600985222
"480","N-Ac-L-Glutamine","Trigonelline",1.4089296000877e-60,-0.629556650246305
"481","Cholecalciferol","Ergocalciferol",1.83910185455522e-60,0.761083743842364
"482","3HBA","Betaine",1.85815972095595e-60,0.597536945812808
"483","Glucosamine","Hydrocinnamic Acid",2.40295438587589e-60,-0.517241379310345
"484","Arginine","Glycerophosphocholine",2.48593068848832e-60,-0.5
"485","3-Hydroxyisovaleric Acid","Biopterin",2.92118974141488e-60,0.55615763546798
"486","Indole-3-Carboxylic Acid","Urate",2.99709197757966e-60,0.696551724137931
"487","Suberic Acid","Tryptophan",3.20560344109571e-60,-0.546305418719212
"488","1-Methylnicotinamide","Indole-3-Carboxylic Acid",3.546658135961e-60,0.672413793103448
"489","Cadaverine","Indole-3-Carboxylic Acid",3.82772922081578e-60,0.674384236453202
"490","Betaine","Imidazoleacetic Acid",4.1429217225408e-60,-0.646305418719212
"491","3HBA","UDP-GlcNAc",5.94590226804101e-60,-0.613300492610837
"492","Glucose","Oxalacetate",6.77710425056527e-60,-0.649753694581281
"493","3HBA","Glutaric Acid",6.89539540277046e-60,0.630541871921182
"494","Homocitrulline","Oxalacetate",6.89539540277046e-60,-0.672906403940887
"495","DHAP/D-GA3P","Ribulose 5-Phosphate",7.37791142175652e-60,0.798522167487685
"496","Lactate","Taurine",8.44027531184182e-60,-0.595566502463054
"497","Betaine","Glyceraldehyde",8.53391613285306e-60,-0.611822660098522
"498","2-Hydroxyphenylacetate","SAH",9.3609452972892e-60,-0.523645320197044
"499","FAD","IMP",9.64293858796782e-60,0.752216748768473
"500","Alanine","FAD",9.98025722549915e-60,0.61871921182266
"501","2-isoPropylmalic Acid","Erythrose-4-Phosphate",1.12828591124578e-59,-0.681773399014778
"502","Arginine","Glucosamine",1.21765670513911e-59,-0.519704433497537
"503","N-Ac-Phenylalanine","Urate",1.35691892912056e-59,0.697044334975369
"504","Cadaverine","Glutaric Acid",1.51025737347587e-59,0.680788177339901
"505","Cystathionine","Leucine /D-Norleucine",1.72933057944422e-59,0.68128078817734
"506","Ergocalciferol","Urate",1.73166855978183e-59,0.512315270935961
"507","2-Hydroxyglutarate","Choline",3.11513620066349e-59,-0.555665024630542
"508","1-Methyladenosine","Urate",3.15051633133687e-59,0.686699507389162
"509","Glucose","SAH",3.22515738456726e-59,0.62807881773399
"510","FAD","Glycerol-3-P",3.32460000692805e-59,-0.72807881773399
"511","Cystathionine","SAH",3.75746258107409e-59,0.64384236453202
"512","Ergocalciferol","Palmitic Acid",3.85245663786937e-59,0.575369458128079
"513","Citraconic Acid","UDP-GlcNAc",4.02174518652517e-59,-0.638916256157635
"514","Arginine","Methionine",4.06728210995584e-59,-0.501970443349754
"515","Indole-3-Carboxylic Acid","Inosine",4.08839655684127e-59,-0.528571428571428
"516","3HBA","Palmitic Acid",4.33701895711557e-59,0.60935960591133
"517","Choline","Urate",4.33701895711557e-59,0.634975369458128
"518","Cystathionine","Imidazoleacetic Acid",4.52136409079298e-59,0.582266009852217
"519","Cadaverine","Methionine",4.7498859436665e-59,-0.526108374384236
"520","1-Methylnicotinamide","Glucose",5.98614369438768e-59,-0.634482758620689
"521","2-Hydroxyglutarate","Glyceraldehyde",6.09034127957571e-59,0.557635467980296
"522","Imidazoleacetic Acid","Pyridoxamine",6.20928970650127e-59,-0.698029556650246
"523","4-Pyridoxic Acid","FAD",7.26486361052825e-59,0.64679802955665
"524","Glucosamine","Glutaric Acid",8.942067551294e-59,-0.60295566502463
"525","Betaine","Biopterin",9.03123507816273e-59,0.646305418719212
"526","Glycerophosphocholine","Retinol",1.0385512642208e-58,-0.563546798029557
"527","Choline","SAH",1.04100254181019e-58,-0.569458128078818
"528","Indole-2-Carboxylic Acid","Inosine",1.12380728532341e-58,-0.508374384236453
"529","Arginine","Retinol",1.17491680213709e-58,0.66256157635468
"530","Creatine","Trigonelline",1.29156267675916e-58,0.63743842364532
"531","Cystathionine","Ergocalciferol",1.31342989963755e-58,-0.578325123152709
"532","Inosine","Uridine",1.44399592748508e-58,0.568965517241379
"533","Glutaric Acid","Methionine",1.64239349913721e-58,-0.527093596059113
"534","1/3-Methylhistidine","Ergocalciferol",1.66156694889528e-58,-0.588177339901478
"535","Cystathionine","Trigonelline",1.77784976556749e-58,-0.722660098522167
"536","1-Methyladenosine","Palmitic Acid",1.93046724720417e-58,0.5935960591133
"537","Indole-2-Carboxylic Acid","Neopterin",2.08775764632602e-58,0.660591133004926
"538","Cadaverine","Glucose",2.10885397661717e-58,-0.631527093596059
"539","N-AcetylGlycine","UDP-GlcNAc",2.12307234167504e-58,-0.508866995073892
"540","Azelaic Acid","Tryptophan",2.39688466333783e-58,-0.522167487684729
"541","2-Hydroxyphenylacetate","3HBA",2.68063537242148e-58,0.618226600985222
"542","N-AcetylGlycine","Oxalacetate",2.68558207329066e-58,0.625615763546798
"543","Choline","Retinol",3.18692070471289e-58,0.557142857142857
"544","1/3-Methylhistidine","Palmitic Acid",3.34928164843394e-58,-0.641871921182266
"545","3-Hydroxyisovaleric Acid","Arginine",4.19916173968308e-58,0.575369458128079
"546","1/3-Methylhistidine","D-Leucic Acid",5.36814234143129e-58,-0.592610837438424
"547","Hydrocinnamic Acid","Succinylcarnitine",6.79535287550585e-58,-0.37487684729064
"548","6-Methyladenosine","Ethanolamine",7.87935876189232e-58,0.677339901477832
"549","2-Hydroxyphenylacetate","Methionine",9.69087912166043e-58,-0.473399014778325
"550","Pyruvate","S-Adenosylmethionine (SAM)",9.91524992148012e-58,0.703940886699507
"551","4-Guanidinobutanoate","Deoxycarnitine",1.16356264270824e-57,0.807881773399015
"552","Indole-3-Carboxylic Acid","Oxalacetate",1.1654072558212e-57,0.645812807881773
"553","Alpha-Ketoglutaric Acid","UDP-GlcNAc",1.31796093623681e-57,0.636945812807882
"554","3-Hydroxyisovaleric Acid","Succinylcarnitine",1.39497631783665e-57,-0.495566502463054
"555","Cystathionine","Pyridoxamine",1.49579242855074e-57,-0.585714285714286
"556","4-Guanidinobutanoate","N6-Trimethyllysine",1.74093021122636e-57,0.692610837438424
"557","Retinol","Tryptophan",1.95008042780136e-57,-0.527586206896552
"558","3-Hydroxyisovaleric Acid","Homocitrulline",2.07305350273407e-57,-0.679310344827586
"559","1-Methylnicotinamide","Glutaric Acid",2.22368767631717e-57,0.652216748768473
"560","Glucosamine","Glycerophosphocholine",2.2471652941123e-57,0.526600985221675
"561","Methionine","Oxalacetate",2.40473253611672e-57,-0.510837438423645
"562","Phenylacetic Acid","Succinylcarnitine",2.50596574795158e-57,-0.533990147783251
"563","3-Hydroxyisovaleric Acid","D-Leucic Acid",3.71005315984033e-57,0.673399014778325
"564","Cholecalciferol","Creatine",3.95319451645743e-57,0.596059113300493
"565","Creatine","Glutaric Acid",4.10464725580724e-57,0.697536945812808
"566","Alanine","Homocitrulline",4.11999524550612e-57,-0.585221674876847
"567","Glycerophosphocholine","Succinylcarnitine",4.27052458298904e-57,0.473399014778325
"568","G6P","Lactate",4.9100084102537e-57,0.65615763546798
"569","Pyridoxamine","Thiamine",5.21123925208461e-57,-0.5935960591133
"570","Homocitrulline","PEP",5.82255836248757e-57,0.661576354679803
"571","2-isoPropylmalic Acid","G1P/F1P/F6P",6.71308964383246e-57,-0.677832512315271
"572","3-(4-Hydroxyphenyl)Propionate","N-Ac-Alanine",6.83613252796196e-57,0.514778325123153
"573","DHAP/D-GA3P","Ergocalciferol",7.98256051778079e-57,-0.679310344827586
"574","Glutaric Acid","Glycerophosphocholine",8.51726476149134e-57,-0.613300492610837
"575","Cholesteryl Sulfate","Suberic Acid",9.47369297679131e-57,0.612807881773399
"576","N-AcetylGlycine","Succinylcarnitine",9.80421206579323e-57,-0.516256157635468
"577","Arginine","DHAP/D-GA3P",9.92594548209497e-57,-0.633990147783251
