"","rowname","colname","p_M_all","R_M_all"
"3531","Alanine","Succinate",3.12862297456842e-26,-0.450529777128243
"3532","Glycine","Xanthine",3.12862297456842e-26,0.411983924004384
"3533","Cytidine","Inosine",3.16055378443803e-26,0.308330288637194
"3534","1-Methylnicotinamide","4-Guanidinobutanoate",3.21767557346079e-26,-0.364925100474973
"3535","Cholecalciferol","Uracil",3.24987798092509e-26,-0.330288637194008
"3536","Anthranilic Acid","Sedoheptulose 7-Phosphate",3.3386615049781e-26,-0.2516258677384
"3537","Anthranilic Acid","Carnitine",3.3579206288203e-26,-0.264377055169894
"3538","Alanine","S-Adenosylmethionine (SAM)",3.39196214728596e-26,-0.429594446474242
"3539","Ribulose 5-Phosphate","UDP-Glucose",3.39632872191842e-26,0.144062842528316
"3540","N-AcetylGlycine","Trigonelline",3.42249990837191e-26,0.30537084398977
"3541","o-Phosphoethanolamine","Pantothenate",3.4581467720473e-26,0.275082206795762
"3542","Pseudouridine","Xanthine",3.53237458901188e-26,0.432590427475338
"3543","PEP","Serine",3.53343874668049e-26,-0.1637194008038
"3544","gamma-Aminobutyrate","Homocitrulline",3.58811818074736e-26,0.286700767263427
"3545","Leucine /D-Norleucine","Pyruvate",3.59845295519779e-26,0.331750091340884
"3546","Succinate","Taurine",3.62109272415947e-26,-0.361015710632079
"3547","4-Guanidinobutanoate","Tyrosine",3.66363055710931e-26,-0.346108878333942
"3548","Carnosine","N6-Acetyl-Lysine",3.71703690022937e-26,-0.296638655462185
"3549","Glutaric Acid","Valine",3.7972337985053e-26,-0.376214833759591
"3550","2-Hydroxyglutarate","Pyroglutamic Acid",3.86312919427989e-26,-0.361856046766533
"3551","Pyroglutamic Acid","S-Adenosylmethionine (SAM)",3.86908778543135e-26,-0.354804530507855
"3552","N-Ac-Alanine","Urate",3.90186337672446e-26,0.359042747533796
"3553","N6-Trimethyllysine","Xanthurenic Acid",3.92776448100904e-26,-0.349177932042382
"3554","Maleic Acid","Proline",4.14614096528628e-26,0.236609426379247
"3555","3-Hydroxyisovaleric Acid","Argininosuccinate",4.16756845023263e-26,-0.336645962732919
"3556","G6P","Pyridoxamine",4.20605087667322e-26,-0.31074168797954
"3557","Citrulline","Retinol",4.2358235394649e-26,0.244683960540738
"3558","Glycerophosphocholine","Xanthurenic Acid",4.24305559053559e-26,-0.358238947753014
"3559","1-Methylnicotinamide","Pipecolate",4.38713716819736e-26,0.343405188162221
"3560","DHAP/D-GA3P","N-AcetylGlycine",4.42535006204544e-26,-0.281841432225064
"3561","Pseudouridine","Tyrosine",4.48998514163004e-26,0.176689806357326
"3562","Agmatine","Uracil",4.5365308218849e-26,0.324296675191816
"3563","N6-Trimethyllysine","Orotate",4.55311628721867e-26,0.332188527584947
"3564","Guanine","IMP",4.56176938970942e-26,0.359956156375594
"3565","Cytidine","Tyrosine",4.56279766187659e-26,-0.171282426013884
"3566","Argininosuccinate","Uracil",4.61349638088784e-26,0.482681768359518
"3567","2-isoPropylmalic Acid","Succinylcarnitine",4.62126094710083e-26,-0.34377055169894
"3568","Glutamine","Margaric Acid",4.6998259203344e-26,0.352173913043478
"3569","Argininosuccinate","Maleic Acid",4.86736450991187e-26,-0.348739495798319
"3570","Aminolevulinate","Biopterin",4.97001583677273e-26,-0.264194373401535
"3571","FAD","Urate",5.06219560201248e-26,0.313080014614541
"3572","1/3-Methylhistidine","Leucine /D-Norleucine",5.06282800290071e-26,0.191413956887103
"3573","Betaine","Pantothenate",5.20853158357389e-26,-0.316075995615638
"3574","Phosphotyrosine","UDP-GlcNAc",5.26454932052555e-26,0.329886737303617
"3575","Cytidine","UDP-Glucose",5.3103198414923e-26,0.384472049689441
"3576","Adenosine","o-Phosphoethanolamine",5.74942279359776e-26,-0.319254658385093
"3577","Ethanolamine","Urate",5.8052342377561e-26,-0.396455973693825
"3578","Glycerol-3-P","S-Adenosylmethionine (SAM)",5.908130291708e-26,0.347862623310194
"3579","Carnosine","Palmitic Acid",6.03002333493511e-26,0.435294117647059
"3580","Argininosuccinate","Azelaic Acid",6.36001043263249e-26,-0.339130434782609
"3581","Agmatine","Methionine",6.41087470798136e-26,0.368834490317866
"3582","3-Hydroxyisovaleric Acid","DCDP",6.41747132347877e-26,-0.313262696382901
"3583","gamma-Aminobutyrate","Imidazoleacetic Acid",6.46618156873831e-26,0.202995981001096
"3584","NAD","Oxidized Glutathione",6.63614768918119e-26,0.492948483741323
"3585","N-Ac-Alanine","Phenylacetic Acid",6.66428511474999e-26,0.313518450858604
"3586","Cytidine","gamma-Aminobutyrate",6.68948767912054e-26,0.397917427840702
"3587","D-Leucic Acid","Phenylalanine",6.85770703212098e-26,-0.240445743514797
"3588","Oxalacetate","Pipecolate",6.88739228891326e-26,0.376762879064669
"3589","1/3-Methylhistidine","Pyroglutamic Acid",7.00992093667919e-26,-0.193825356229448
"3590","Anthranilic Acid","Cholecalciferol",7.18824192424454e-26,0.1681402995981
"3591","D-Leucic Acid","Leucine /D-Norleucine",7.58399850341844e-26,-0.30537084398977
"3592","Erythrose-4-Phosphate","Margaric Acid",7.5998166667451e-26,-0.314431859700402
"3593","Orotate","Sucrose",7.66634775236976e-26,-0.266057727438802
"3594","Adenosine","UMP",7.72837752644736e-26,-0.271611253196931
"3595","4-Guanidinobutanoate","Betaine",8.08431977885902e-26,-0.389331384727804
"3596","Myristic Acid","N2,N2-Dimethylguanosine",8.22862918342557e-26,0.410084033613445
"3597","Cadaverine","L-Kynurenine",8.25942425548818e-26,-0.3076726342711
"3598","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Maleic Acid",8.26837855897959e-26,0.323639020825722
"3599","G6P","SAH",8.27942378227962e-26,0.3076726342711
"3600","Adenosine","Uracil",8.49096061682723e-26,-0.344903178662769
"3601","Biopterin","Suberic Acid",8.75679963461055e-26,0.308951406649616
"3602","Cytidine","DHAP/D-GA3P",8.77126037726339e-26,0.119071976616734
"3603","Glycerol-3-P","Serine",9.06747136399314e-26,-0.279283887468031
"3604","DCDP","Phenylalanine",9.3525148137054e-26,0.262038728534892
"3605","1-Methyladenosine","UDP-GlcNAc",9.35416333065646e-26,-0.231823164048228
"3606","Azelaic Acid","Pseudouridine",9.60178523998521e-26,0.191121666057727
"3607","2-Hydroxyphenylacetate","Proline",9.63669801690595e-26,0.229448301059554
"3608","Carnitine","Lactose/Trehalose",9.75881239834734e-26,0.349762513701133
"3609","Hypotaurine","IMP",9.76399752807141e-26,0.191231275118743
"3610","Agmatine","Cholecalciferol",9.94643536609887e-26,-0.321191085129704
"3611","3-(4-Hydroxyphenyl)Propionate","L-Kynurenine",9.96947035004259e-26,-0.198684691267811
"3612","gamma-Aminobutyrate","Hydrocinnamic Acid",1.00619585804404e-25,-0.219912312751187
"3613","3-Hydroxyisovaleric Acid","Pyroglutamic Acid",1.00770821920322e-25,0.268469126781147
"3614","Homoarginine","Inosine",1.00862946784428e-25,0.28407014979905
"3615","3-Aminoisobutyrate","Deoxyguanosine",1.010672977806e-25,0.451114358786993
"3616","Agmatine","Thiamine",1.01838510135587e-25,0.265875045670442
"3617","Aspartic Acid","UMP",1.01838510135587e-25,-0.3879064669346
"3618","cAMP","Sedoheptulose 7-Phosphate",1.01930479939967e-25,0.225465838509317
"3619","Proline","S-Methylcysteine",1.02326319540491e-25,0.262367555717939
"3620","Alpha-Ketoglutaric Acid","Argininosuccinate",1.02330150830966e-25,0.302959444647424
"3621","Leucine /D-Norleucine","Sucrose",1.04034099471504e-25,-0.247716477895506
"3622","G6P","UDP-Glucose",1.04082676931072e-25,0.314249177932042
"3623","cAMP","Pyruvate",1.0555160600157e-25,0.401680672268908
"3624","Betaine","N-Ac-Arginine",1.06765600246529e-25,-0.339166971136281
"3625","G1P/F1P/F6P","Methionine",1.10583000268167e-25,0.343478260869565
"3626","cAMP","Homocitrulline",1.10743691723861e-25,0.310632078918524
"3627","Homoarginine","Sedoheptulose 7-Phosphate",1.12279506598534e-25,0.253196930946292
"3628","3HBA","Serine",1.12750675687138e-25,0.216149068322981
"3629","Cystathionine","gamma-Aminobutyrate",1.12750675687138e-25,0.343332115454878
"3630","Ornithine","Pyridoxamine",1.12750675687138e-25,0.219327731092437
"3631","Betaine","FAD",1.13731915849955e-25,0.392875411033979
"3632","Guanine","Xanthurenic Acid",1.16648872576527e-25,0.314651077822433
"3633","3-(4-Hydroxyphenyl)Propionate","Tryptophan",1.1845269102088e-25,-0.221044939715016
"3634","L-2-Aminobutyric Acid","Proline",1.18885763957337e-25,-0.228352210449397
"3635","4-Pyridoxic Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.19151458456461e-25,-0.430982827913774
"3636","gamma-Aminobutyrate","Maleic Acid",1.2137360151831e-25,-0.359956156375594
"3637","Alanine","Glyceraldehyde",1.21893808712997e-25,-0.269820971867008
"3638","Carnitine","Choline",1.25807242314457e-25,-0.262294483010596
"3639","Deoxyguanosine","Leucine /D-Norleucine",1.27754080369166e-25,-0.519693094629156
"3640","Cystathionine","UMP",1.34123439709649e-25,0.28100109609061
"3641","Carnitine","Maleic Acid",1.34268700239147e-25,-0.202411399342346
"3642","Histidine","Imidazoleacetic Acid",1.34268700239147e-25,0.481074168797954
"3643","2-isoPropylmalic Acid","Inosine",1.3756215030709e-25,-0.364194373401535
"3644","N-AcetylGlycine","Pyroglutamic Acid",1.38887600493641e-25,0.276909024479357
"3645","UDP-GlcNAc","UMP",1.40670736575816e-25,0.259554256485203
"3646","Imidazoleacetic Acid","Tyrosine",1.41516717195793e-25,-0.189915966386555
"3647","Arginine","Guanine",1.44366843529922e-25,0.292400438436244
"3648","N-Ac-Arginine","Threonine",1.45124520824789e-25,0.3318597004019
"3649","Hydrocinnamic Acid","N-Ac-Alanine",1.47359424983687e-25,0.347862623310194
"3650","Allantoin","Citrulline",1.47427681508899e-25,0.151260504201681
"3651","Adipic Acid / 3-Methylglutaric Acid","Cysteinyl-Glycine (Cys-Gly)",1.49224096639372e-25,-0.311216660577274
"3652","Homocitrulline","Succinate",1.53835535989606e-25,0.409901351845086
"3653","Allantoin","Indole-2-Carboxylic Acid",1.54668730574111e-25,0.374643770551699
"3654","Azelaic Acid","Lactose/Trehalose",1.55731300481977e-25,-0.282572159298502
"3655","Cytidine","G6P",1.55959476153139e-25,0.270770917062477
"3656","Maleic Acid","Pantothenate",1.56386817682461e-25,-0.343259042747534
"3657","Allantoin","Ergocalciferol",1.57163466243722e-25,0.314212641578371
"3658","Glyceraldehyde","Glycerol-3-P",1.58923957045207e-25,0.270515162586774
"3659","3-(4-Hydroxyphenyl)Propionate","Azelaic Acid",1.59703035298125e-25,0.171757398611619
"3660","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Succinate",1.61743996570977e-25,0.409462915601023
"3661","Ergocalciferol","Trigonelline",1.62123001407578e-25,0.309462915601023
"3662","1/3-Methylhistidine","N6-Trimethyllysine",1.62752578025662e-25,0.250785531603946
"3663","Agmatine","Betaine",1.64096110800001e-25,-0.339203507489953
"3664","Ribulose 5-Phosphate","Urate",1.67507781430155e-25,-0.2834855681403
"3665","1-Methylnicotinamide","Allantoin",1.69163610430748e-25,0.228279137742053
"3666","Anthranilic Acid","Ribulose 5-Phosphate",1.71344751937445e-25,-0.326927292656193
"3667","Phenylalanine","Serine",1.71900484898565e-25,-0.179320423821703
"3668","L-2-Aminobutyric Acid","o-Phosphoethanolamine",1.74259086967401e-25,0.299744245524297
"3669","Lactate","Pseudouridine",1.83485180648761e-25,-0.348008768724881
"3670","G6P","Succinate",1.83664564316403e-25,0.332553891121666
"3671","2-Hydroxyglutarate","Allantoin",1.8671472390359e-25,-0.284398976982097
"3672","Indole-3-Carboxylic Acid","Serine",1.91220499537162e-25,0.127840701497991
"3673","Aspartic Acid","Histidine",1.9277940274857e-25,-0.37869930580928
"3674","Betaine","Valine",1.97058184348245e-25,-0.374314943368652
"3675","Cholecalciferol","Sedoheptulose 7-Phosphate",1.9706425795801e-25,-0.285348922177567
"3676","L-Kynurenine","Phenylalanine",1.98776608961591e-25,0.343332115454878
"3677","Glycerophosphocholine","Valine",2.00679093093141e-25,0.327877237851662
"3678","Imidazoleacetic Acid","Indole-3-Carboxylic Acid",2.02269772408914e-25,-0.321592985020095
"3679","Azelaic Acid","Uridine",2.02869918884908e-25,-0.332882718304713
"3680","IMP","N6-Trimethyllysine",2.05518740410153e-25,-0.345085860431129
"3681","L-2-Aminobutyric Acid","Pseudouridine",2.05633425335641e-25,-0.247753014249178
"3682","Ornithine","Pyruvate",2.11146318981879e-25,-0.270551698940446
"3683","Cytidine","Pseudouridine",2.12651069046487e-25,-0.150785531603946
"3684","Oxidized Glutathione","Reduced Glutathione",2.13183020233807e-25,0.598940445743515
"3685","FAD","gamma-Aminobutyrate",2.15821775878499e-25,-0.342820606503471
"3686","Pseudouridine","Pyruvate",2.17779326116005e-25,-0.157654366094264
"3687","L-Kynurenine","PEP",2.29906692170501e-25,0.340664961636829
"3688","N-Ac-Arginine","o-Phosphoethanolamine",2.30087333215664e-25,0.242528315674096
"3689","D-Leucic Acid","Pseudouridine",2.3083842378269e-25,0.242820606503471
"3690","Proline","UDP-GlcNAc",2.30873551389348e-25,-0.176872488125685
"3691","cGMP","G1P/F1P/F6P",2.31951314709455e-25,0.424150529777128
"3692","Alanine","Lactate",2.32634506421975e-25,-0.227913774205334
"3693","Allantoin","Pyridoxamine",2.33462152162746e-25,0.281914504932408
"3694","Pantothenate","UDP-GlcNAc",2.35202716891251e-25,0.232663500182682
"3695","Biopterin","Proline",2.37121461112852e-25,0.16218487394958
"3696","Ribulose 5-Phosphate","S-Methylcysteine",2.42291022595373e-25,-0.286810376324443
"3697","Glutamic acid","GMP",2.44847111198237e-25,-0.335732553891122
"3698","2-isoPropylmalic Acid","DHAP/D-GA3P",2.45967482192398e-25,-0.209682133723054
"3699","Alanine","Ethanolamine",2.46643362379535e-25,-0.406649616368287
"3700","Palmitic Acid","Proline",2.48083533736745e-25,0.320168067226891
"3701","G1P/F1P/F6P","UDP-GlcNAc",2.49270462773404e-25,0.372561198392401
"3702","cGMP","Taurine",2.4991276182483e-25,-0.458494702228718
"3703","4-Guanidinobutanoate","IMP",2.54403509662301e-25,-0.334417245158933
"3704","Allantoin","Oxalacetate",2.64986141190987e-25,0.251297040555353
"3705","L-Kynurenine","Reduced Glutathione",2.66633319778861e-25,-0.405407380343442
"3706","cAMP","PEP",2.67458346149544e-25,0.372378516624041
"3707","Erythrose-4-Phosphate","Glycerophosphocholine",2.75360441516228e-25,0.255316039459262
"3708","3HBA","Ribulose 5-Phosphate",2.75866851519083e-25,-0.186481549141396
"3709","Phosphotyrosine","Thiamine",2.76196029947088e-25,0.227146510778224
"3710","Arginine","Pyruvate",2.81491636145529e-25,-0.284581658750457
"3711","Cystathionine","Homocitrulline",2.83024079591588e-25,0.262988673730362
"3712","G1P/F1P/F6P","Glutaric Acid",2.88036925365713e-25,-0.397515527950311
"3713","Arginine","IMP",2.92809270760093e-25,0.470186335403727
"3714","Adenosine","N6-Trimethyllysine",2.93976385004829e-25,-0.369820971867008
"3715","G1P/F1P/F6P","UDP-Glucose",2.96108327889421e-25,0.287760321519912
"3716","Argininosuccinate","Sucrose",2.97975623464722e-25,-0.237340153452685
"3717","3HBA","S-Methylcysteine",3.04069993998937e-25,0.159188892948484
"3718","D-Leucic Acid","DCDP",3.06162201840855e-25,-0.253416149068323
"3719","Carnitine","Glutaric Acid",3.11291711163779e-25,-0.197332846181951
"3720","Adipic Acid / 3-Methylglutaric Acid","Arabitol/Xylitol",3.11698400251237e-25,-0.339313116550968
"3721","Allantoin","Cadaverine",3.11698400251237e-25,0.246583850931677
"3722","Adenosine","Glucosamine",3.13470958798066e-25,-0.211107051516259
"3723","Cystine","Hypoxanthine",3.18530310781434e-25,0.520094994519547
"3724","Indole-3-Carboxylic Acid","Leucine /D-Norleucine",3.20117242564523e-25,-0.353818048958714
"3725","3-Hydroxypropionic Acid","betaAlanine",3.20523879148631e-25,0.399159663865546
"3726","Cytidine","S-Methylcysteine",3.26266908623932e-25,-0.185202776762879
"3727","NAD","Uracil",3.3064860053574e-25,0.447424187066131
"3728","Cysteinyl-Glycine (Cys-Gly)","Tryptophan",3.31227182846583e-25,0.199488491048593
"3729","DHAP/D-GA3P","GMP",3.33429427251831e-25,-0.516550968213372
"3730","Cholesteryl Sulfate","Maleic Acid",3.40190980119676e-25,0.340555352575813
"3731","Homocitrulline","Phenylalanine",3.4069201266503e-25,0.232115454877603
"3732","Serine","Tryptophan",3.49183853918338e-25,-0.239568871026672
"3733","Allantoin","Betaine",3.49280949830393e-25,0.262659846547315
"3734","Arginine","Carnosine",3.59118391303206e-25,0.394665692363902
"3735","Cysteinyl-Glycine (Cys-Gly)","Pyridoxamine",3.5997769863136e-25,-0.226635001826818
"3736","Azelaic Acid","Cytidine",3.63174754599196e-25,-0.299123127511874
"3737","3HBA","FAD",3.66699584422356e-25,0.282864450127877
"3738","3HBA","Sucrose",3.67128634482112e-25,0.0634271099744246
"3739","1-Methyladenosine","Lysine",3.69236423229664e-25,-0.417573986116186
"3740","Glutaric Acid","Phosphotyrosine",3.77000104082111e-25,-0.363609791742784
"3741","Allantoin","Alpha-Ketoglutaric Acid",3.78877605809133e-25,-0.30365363536719
"3742","Ergocalciferol","N-Ac-Alanine",3.81275756940113e-25,0.293788819875776
"3743","Adenylosuccinate","NADH",3.85025592374066e-25,0.295761782974059
"3744","Agmatine","o-Phosphoethanolamine",3.8939108930131e-25,0.272049689440994
"3745","Cholesteryl Sulfate","Pyruvate",3.93031541700129e-25,-0.291121666057727
"3746","Methionine","Orotate",3.94948325982958e-25,0.0146145414687614
"3747","Carnitine","n-Glycylproline",3.96920713757967e-25,0.236390208257216
"3748","Betaine","Inosine",4.00948824229276e-25,-0.241761052246986
"3749","Proline","Tyrosine",4.0340819054254e-25,0.288600657654366
"3750","Aspartic Acid","Phosphorylcholine",4.07930659987788e-25,-0.329813664596273
"3751","Argininosuccinate","N-AcetylGlycine",4.19286669656701e-25,-0.31055900621118
"3752","Pyroglutamic Acid","Taurine",4.20810778060059e-25,0.293021556448666
"3753","L-Kynurenine","UDP-Glucose",4.21839399369371e-25,0.159810010960906
"3754","Erythrose-4-Phosphate","Inosine",4.38622440302509e-25,0.256375593715747
"3755","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","N-Ac-Alanine",4.39804980746591e-25,-0.428352210449397
"3756","DHAP/D-GA3P","Glucosamine",4.44169240857848e-25,0.146218487394958
"3757","Adenosine","Cholecalciferol",4.45048703222402e-25,0.233467299963464
"3758","Creatine","Leucine /D-Norleucine",4.45744972978727e-25,-0.286810376324443
"3759","Aspartic Acid","Valine",4.47393240684681e-25,-0.309462915601023
"3760","Ribulose 5-Phosphate","Succinylcarnitine",4.48223431789892e-25,0.318122031421264
"3761","N-AcetylGlycine","S-Methylcysteine",4.49362520806154e-25,0.14241870661308
"3762","Leucine /D-Norleucine","N6-Acetyl-Lysine",4.57791658327829e-25,0.221227621483376
"3763","Hypotaurine","Uridine",4.59777520546005e-25,-0.310778224333212
"3764","Allantoin","Glutaric Acid",4.61295523870364e-25,0.238363171355499
"3765","Allantoin","Homocitrulline",4.75665227115525e-25,-0.29097552064304
"3766","Pyroglutamic Acid","Sedoheptulose 7-Phosphate",4.80957680231936e-25,-0.253964194373402
"3767","2-Hydroxyphenylacetate","Glycerol-3-P",4.91935744873415e-25,-0.313481914504932
"3768","4-Pyridoxic Acid","UDP-Glucose",5.01827602551611e-25,-0.439240043843624
"3769","Leucine /D-Norleucine","Phenylacetic Acid",5.15373736932029e-25,-0.243222506393862
"3770","Citraconic Acid","Pyroglutamic Acid",5.2166748133396e-25,0.272524662038729
"3771","Adenosine","Proline",5.32963959319452e-25,0.177018633540373
"3772","DCDP","N-Ac-L-Glutamine",5.33607927585805e-25,0.36123492875411
