"","rowname","colname","p_F_all","R_F_all"
"333","Pyruvate","UDP-GlcNAc",2.19343870015316e-52,0.523763586082706
"334","Adipic Acid / 3-Methylglutaric Acid","Cholesteryl Sulfate",2.42039460282063e-52,0.464499324715416
"335","D-Leucic Acid","Maleic Acid",2.57509335593185e-52,0.456267284069715
"336","IMP","Pyruvate",3.21691302777216e-52,0.650138272557721
"337","Aspartic Acid","Azelaic Acid",3.35848566286118e-52,0.436073059360731
"338","Cholesteryl Sulfate","Suberic Acid",4.26787597990561e-52,0.458486076275002
"339","3-Hydroxyisovaleric Acid","Betaine",5.20520444218999e-52,0.61100392308187
"340","Azelaic Acid","Cholesteryl Sulfate",5.91215474534414e-52,0.419416039616696
"341","Glyceraldehyde","PEP",7.63978546135019e-52,0.523216927133578
"342","1-Methyladenosine","Biopterin",9.86957401360871e-52,0.650845713550711
"343","2-Hydroxyphenylacetate","N-Acetyl-Aspartate (NAA)",1.01115816228951e-51,0.449482281818767
"344","N-Ac-Alanine","Succinate",1.0966612931573e-51,-0.532574442086308
"345","2-Hydroxyphenylacetate","NAD",1.17990160846467e-51,-0.46568911183999
"346","Adipic Acid / 3-Methylglutaric Acid","Alpha-Ketoglutaric Acid",1.20517581180899e-51,-0.483568075117371
"347","Indole-2-Carboxylic Acid","Linoleic Acid",1.21554697735545e-51,0.551160846356679
"348","3-Aminoisobutyrate","GMP",1.25889516364072e-51,0.551257315582996
"349","Alpha-Ketoglutaric Acid","Arabitol/Xylitol",1.38439122224992e-51,0.493922438742041
"350","Arabitol/Xylitol","GMP",1.5030632655848e-51,0.508843012412374
"351","Citraconic Acid","Hydrocinnamic Acid",1.53154995933947e-51,0.375329603189916
"352","2'-Deoxycytidine","Adipic Acid / 3-Methylglutaric Acid",1.65127814870246e-51,-0.471445109010226
"353","Argininosuccinate","Aspartic Acid",1.92065289305483e-51,-0.423692841983407
"354","Agmatine","Glutaric Acid",2.02164211789841e-51,-0.551771818123352
"355","Pyruvate","Spermidine",2.15893810301683e-51,0.464242073445238
"356","S-Adenosylmethionine (SAM)","Urate",2.21593103505352e-51,-0.644221493343624
"357","Choline","Succinylcarnitine",2.29386841738324e-51,-0.557785066563766
"358","2-Hydroxyphenylacetate","Agmatine",2.3418621757921e-51,-0.515820953115956
"359","3-Methyl-3-Hydroxyglutaric Acid","Betaine",2.56632212529435e-51,-0.478712457392758
"360","2-Hydroxyphenylacetate","Carnosine",3.1103360473986e-51,-0.536336741912663
"361","Maleic Acid","Sucrose",3.1103360473986e-51,0.468293780950543
"362","2-Aminoisobutyric Acid","Sorbitol",3.74286713850368e-51,-0.484500610971767
"363","Arabitol/Xylitol","Pyruvate",3.76662573251459e-51,0.557206251205865
"364","Palmitic Acid","S-Methylcysteine",3.7733948465422e-51,0.54479387741977
"365","Choline","Pyruvate",5.79878477232292e-51,-0.628497009453984
"366","3-Methyl-3-Hydroxyglutaric Acid","Succinylcarnitine",6.23852406854223e-51,0.558460351147984
"367","Agmatine","Cholecalciferol",8.48947200455747e-51,-0.485626085278796
"368","Aspartic Acid","S-Adenosylmethionine (SAM)",9.37735757948438e-51,-0.557817222972539
"369","Carnosine","Creatine",1.33361561390927e-50,-0.464049134992604
"370","Phosphotyrosine","Spermidine",1.39054301545094e-50,0.400282976397196
"371","2-Aminoisobutyric Acid","Alanine",1.45723252672672e-50,0.727538748472571
"372","Glutaric Acid","UDP-GlcNAc",1.62751300221087e-50,-0.609363946234485
"373","1-Methylnicotinamide","Linoleic Acid",1.70128647524285e-50,0.583574506399125
"374","Choline","Glyceraldehyde",1.70786998620103e-50,-0.50311917165091
"375","cGMP","UDP-GlcNAc",1.82515325352279e-50,0.508875168821146
"376","Carnosine","GMP",1.85277804369279e-50,0.511640619975561
"377","4-Pyridoxic Acid","ADP",1.9094486797694e-50,0.415975303878063
"378","Alpha-Ketoglutaric Acid","Creatine",2.21549225747127e-50,-0.421441893369349
"379","1/3-Methylhistidine","NAD",2.37805218261072e-50,0.517075053058075
"380","Alpha-Ketoglutaric Acid","Carnosine",2.39230846204039e-50,0.465946363110168
"381","3-Hydroxyisovaleric Acid","Erythrose-4-Phosphate",2.52469216930674e-50,-0.590745385555341
"382","3-Hydroxyisovaleric Acid","Citraconic Acid",2.96487391931115e-50,0.455045340536369
"383","Biopterin","Indole-3-Carboxylic Acid",3.47943476042509e-50,0.504276802366712
"384","5,6-Dihydrouracil","Azelaic Acid",3.62558230440727e-50,-0.490127982506914
"385","Carnosine","NADH",4.28265516655985e-50,0.583606662807898
"386","S-Adenosylmethionine (SAM)","Sucrose",4.78270469700687e-50,-0.490803267091131
"387","Phosphotyrosine","Pyruvate",6.03819360408956e-50,0.419448196025468
"388","Agmatine","D-Leucic Acid",6.53953980360301e-50,-0.407614637597273
"389","ADP","Betaine",6.5586672797577e-50,-0.499196089780693
"390","N-Acetyl-Aspartate (NAA)","Phosphotyrosine",6.59394464586764e-50,-0.482024567496302
"391","Argininosuccinate","Reduced Glutathione",6.75591623356916e-50,0.47392115248569
"392","2-Aminoisobutyric Acid","4-Pyridoxic Acid",7.24615433339711e-50,0.633191845134735
"393","n-Glycylproline","Phenylalanine",8.41426900217238e-50,0.594539841790469
"394","Betaine","Phosphotyrosine",8.80100331522662e-50,-0.321982121036723
"395","Aspartic Acid","Suberic Acid",1.00012631810284e-49,0.472988616631295
"396","Betaine","Pyruvate",1.16312058239102e-49,-0.542124895491672
"397","NAD","Phosphotyrosine",1.75523713352456e-49,0.418805067850023
"398","Oxalacetate","Palmitic Acid",2.39046745891727e-49,0.59711235449225
"399","Hydrocinnamic Acid","Phosphotyrosine",2.49339444394686e-49,-0.314264582931378
"400","Hydrocinnamic Acid","Spermidine",2.50823042580832e-49,-0.386487877033893
"401","N-AcetylGlycine","Sorbitol",2.50823042580832e-49,0.492153836259567
"402","Biopterin","Urate",3.13793020347075e-49,0.603575792655476
"403","D-Leucic Acid","UDP-GlcNAc",4.52118808761463e-49,-0.568718245546337
"404","4-Pyridoxic Acid","Arabitol/Xylitol",4.75303582066863e-49,0.465464016978584
"405","Biopterin","Oxalacetate",5.0544412615401e-49,0.471445109010226
"406","Choline","G1P/F1P/F6P",5.27215724511331e-49,-0.658659720882372
"407","Agmatine","N-Ac-Alanine",5.67881321714659e-49,0.399961412309473
"408","1-Methylnicotinamide","Pyridoxamine",5.71261406403201e-49,0.586275644735996
"409","Alpha-Ketoglutaric Acid","Hydrocinnamic Acid",5.71261406403201e-49,-0.41706862177632
"410","1-Methyladenosine","Neopterin",6.1624451180035e-49,0.631616181104894
"411","Aspartic Acid","Sucrose",6.33022684075573e-49,0.4337899543379
"412","2-Aminoisobutyric Acid","Carnosine",6.70586727072539e-49,0.558910540870796
"413","Cholecalciferol","Reduced Glutathione",7.26424218742729e-49,-0.5464981670847
"414","Cystine","IMP",8.43419267973745e-49,-0.493279310566596
"415","Adenine","Arabitol/Xylitol",9.13986204257084e-49,-0.53189915750209
"416","Histamine","Maleic Acid",1.06498606811608e-48,0.4535018329153
"417","1/3-Methylhistidine","n-Glycylproline",1.15638598979673e-48,0.515113512122966
"418","n-Glycylproline","Spermidine",1.22253526985678e-48,0.442407871888867
"419","2-Aminoisobutyric Acid","Linolenic Acid",1.41559631345915e-48,0.585118014020194
"420","Trigonelline","Tryptophan",1.48644868056207e-48,-0.530966621647694
"421","2'-Deoxycytidine","N-AcetylGlycine",1.54636487749527e-48,-0.508778699594829
"422","Maleic Acid","Phosphotyrosine",1.74577418300103e-48,-0.257958711171136
"423","Glucosamine","Glucose",2.11783065178639e-48,0.711203292816258
"424","1/3-Methylhistidine","Phenylacetic Acid",2.20158464614279e-48,-0.439899672004631
"425","3-Aminoisobutyrate","N-AcetylGlycine",2.73784888826498e-48,-0.494822818187665
"426","1-Methyladenosine","S-Methylcysteine",2.89098928610598e-48,0.485368834008618
"427","5,6-Dihydrouracil","Suberic Acid",3.04262804016138e-48,-0.459482924946942
"428","Carnosine","Glutaric Acid",3.27184278890566e-48,-0.522605955366905
"429","Betaine","Cystathionine",3.30012213755183e-48,-0.522605955366905
"430","Agmatine","Sorbitol",3.42124307686797e-48,-0.341468904752717
"431","Palmitic Acid","Tyrosine",3.45551196063821e-48,0.538684159753039
"432","Spermidine","Uridine",4.19702614187931e-48,0.558299569104122
"433","Argininosuccinate","Glutaric Acid",5.4624226959828e-48,-0.451154415074924
"434","Cholecalciferol","NAD",5.63497698432994e-48,-0.494436941282398
"435","Arabitol/Xylitol","IMP",8.08159634718766e-48,0.53784809312496
"436","Phenylalanine","Pyridoxamine",8.48962185963107e-48,-0.554087079554955
"437","6-Methyladenosine","Oxidized Glutathione",9.42030964695706e-48,-0.594668467425558
"438","Hydrocinnamic Acid","S-Adenosylmethionine (SAM)",1.29756406976803e-47,-0.504566210045662
"439","Betaine","Choline",1.34065116894129e-47,0.581998842369284
"440","Histamine","Spermidine",1.53996146842649e-47,-0.437102064441443
"441","Agmatine","IMP",1.61969618225641e-47,0.434593864557206
"442","NAD","Spermidine",1.69065430283858e-47,0.348511158273844
"443","Carnosine","Reduced Glutathione",1.78556762898038e-47,0.544633095375908
"444","ADP","N-AcetylGlycine",2.20714071241257e-47,-0.558106630651489
"445","3-(4-Hydroxyphenyl)Propionate","Maleic Acid",2.38980048055276e-47,0.392083092160268
"446","Adipic Acid / 3-Methylglutaric Acid","Aspartic Acid",2.41811557221289e-47,0.451829699659142
"447","Azelaic Acid","Pyruvate",2.43568504998046e-47,-0.530162711428388
"448","2'-Deoxycytidine","Creatine",2.44398546480917e-47,-0.379188372242588
"449","Arginine","PEP",2.55796120618633e-47,-0.568203743005981
"450","Carnosine","Pyruvate",2.61529310143604e-47,0.605376551546723
"451","cGMP","Reduced Glutathione",2.61529310143604e-47,0.428323364846614
"452","Aspartic Acid","n-Glycylproline",3.17996594604739e-47,-0.464853045211911
"453","Asparagine","N-Ac-L-Glutamine",4.02526202809905e-47,0.596308444272944
"454","PEP","Sedoheptulose 7-Phosphate",4.40695248023622e-47,0.411151842562223
"455","Glutaric Acid","N-Acetyl-Aspartate (NAA)",6.08313156441179e-47,0.383883207923339
"456","Myristic Acid","Sorbitol",6.45599864435257e-47,-0.502347417840376
"457","Cholesteryl Sulfate","N-AcetylGlycine",7.5612112980569e-47,0.370088108560036
"458","Betaine","Histamine",8.81165901669721e-47,0.509936330310631
"459","G1P/F1P/F6P","PEP",8.91931371086189e-47,0.543507621068879
"460","ADP","IMP",9.3949184776709e-47,0.607434561708149
"461","ADP","Uracil",9.74680189160911e-47,0.439449482281819
"462","Choline","Maleic Acid",1.03349395893622e-46,0.461894655604862
"463","Glucosamine","Reduced Glutathione",1.19118396837311e-46,0.514824104444016
"464","3-Hydroxyisovaleric Acid","PEP",1.25624918165869e-46,-0.447006238343302
"465","n-Glycylproline","Phosphotyrosine",1.46912852866923e-46,0.403916650588462
"466","Creatine","N-Ac-Alanine",1.50995250424893e-46,-0.435397774776513
"467","1/3-Methylhistidine","UDP-GlcNAc",1.57240351249228e-46,0.518843655540549
"468","Indole-3-Carboxylic Acid","Linoleic Acid",1.74107644932262e-46,0.507203035564988
"469","ADP","N-Acetyl-Aspartate (NAA)",1.83514859218216e-46,-0.315486526464724
"470","Carnosine","D-Leucic Acid",2.16577031860181e-46,-0.445237635860827
"471","N2,N2-Dimethylguanosine","Neopterin",2.26550997501813e-46,0.554730207730401
"472","Aspartic Acid","Creatine",2.29143799775401e-46,0.35468518875812
"473","Alpha-Ketoglutaric Acid","N-Ac-Alanine",2.43111976643441e-46,0.447842304971381
"474","cGMP","Choline",2.59335996960225e-46,-0.449096404913499
"475","ADP","Creatine",2.60039202101774e-46,-0.410187150299055
"476","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Linolenic Acid",2.78541306555118e-46,-0.516657019744035
"477","Pyruvate","Uracil",3.08197974455785e-46,0.585085857611422
"478","IMP","Inosine",3.68931265448482e-46,-0.667920766608785
"479","Arginine","Sedoheptulose 7-Phosphate",3.88437396018984e-46,-0.559071322914657
"480","3-(4-Hydroxyphenyl)Propionate","Citraconic Acid",3.95648537708439e-46,0.326387549038523
"481","Choline","Spermidine",4.09593808795879e-46,-0.433146826162454
"482","Pyruvate","Suberic Acid",4.28313562994052e-46,-0.566885330246318
"483","N-Acetyl-Aspartate (NAA)","Succinylcarnitine",4.3441433459103e-46,-0.443404720560808
"484","Sucrose","Uridine",4.42056373654436e-46,-0.500900379445624
"485","Cystine","N2,N2-Dimethylguanosine",4.93087014661509e-46,-0.469483568075117
"486","Threonine","Trigonelline",4.93949354458668e-46,-0.521191073380925
"487","Adenine","Pyruvate",5.03968275835866e-46,-0.503987394687761
"488","Cholecalciferol","N-Acetyl-Aspartate (NAA)",5.19034566814913e-46,0.357997298861663
"489","N-Acetyl-Aspartate (NAA)","Uracil",5.48976172539104e-46,-0.404045276223551
"490","3-Aminoisobutyrate","DHAP/D-GA3P",5.73554214086805e-46,-0.53331403948807
"491","Aspartic Acid","D-Leucic Acid",5.99670130464735e-46,0.357740047591485
"492","3-(4-Hydroxyphenyl)Propionate","S-Adenosylmethionine (SAM)",6.31592447642477e-46,-0.361405878191524
"493","4-Pyridoxic Acid","N-AcetylGlycine",6.48678272551667e-46,-0.420670139558814
"494","Alpha-Ketoglutaric Acid","Betaine",6.54523415225581e-46,-0.447745835745064
"495","N-Acetyl-Aspartate (NAA)","Pyruvate",6.59586658561786e-46,-0.441411023216927
"496","Indole-2-Carboxylic Acid","Urate",6.78757929383225e-46,0.499614123094733
"497","5,6-Dihydrouracil","ADP",7.86671766878426e-46,0.465303234934723
"498","Agmatine","Aspartic Acid",8.63893220501962e-46,-0.481703003408579
"499","3-Methyl-3-Hydroxyglutaric Acid","Alpha-Ketoglutaric Acid",1.040753510584e-45,0.460704868480288
"500","Alanine","Pyroglutamic Acid",1.06057360295039e-45,0.612515274294167
"501","Linolenic Acid","Neopterin",1.08238087684506e-45,0.522445173323043
"502","Cysteinyl-Glycine (Cys-Gly)","Reduced Glutathione",1.17467508662863e-45,0.535757926554762
"503","Betaine","NAD",1.17879742821127e-45,-0.407164447874461
"504","5,6-Dihydrouracil","Adipic Acid / 3-Methylglutaric Acid",1.19353633045068e-45,-0.436587561901087
"505","Aspartic Acid","Carnosine",1.25928812715193e-45,-0.555759212811113
"506","1/3-Methylhistidine","3-(4-Hydroxyphenyl)Propionate",1.30253165226058e-45,-0.369219885523185
"507","ADP","Spermidine",1.34639841193109e-45,0.392050935751495
"508","2-Hydroxyphenylacetate","N-AcetylGlycine",1.37941630140391e-45,0.512219435333462
"509","N-Acetyl-Aspartate (NAA)","Spermidine",1.46945385251587e-45,-0.503794456235128
"510","Histamine","Sucrose",1.75186565727355e-45,0.497652582159624
"511","cAMP","Ethanolamine",1.92979242737504e-45,-0.445301948678372
"512","Choline","Glucosamine",1.97031761838615e-45,-0.475947006238343
"513","3-(4-Hydroxyphenyl)Propionate","cGMP",2.04271331689693e-45,-0.505112868994791
"514","3-Hydroxyisovaleric Acid","Retinol",2.08973284642745e-45,0.392726220335713
"515","Glutaric Acid","Sucrose",2.10480683433053e-45,0.46980513216284
"516","Choline","Xanthine",2.27753540636369e-45,0.570583317255129
"517","Azelaic Acid","Maleic Acid",2.44642459700116e-45,0.530162711428388
"518","3-Aminoisobutyrate","Uracil",2.71110303445408e-45,0.586597208823719
"519","D-Leucic Acid","IMP",2.81388003826044e-45,-0.509486140587819
"520","2-Hydroxyphenylacetate","cGMP",2.87845069768277e-45,-0.466042832336485
"521","Creatine","D-Leucic Acid",2.93837270780521e-45,0.336098784487748
"522","Pyridoxamine","S-Adenosylmethionine (SAM)",3.44284437011613e-45,-0.54379702874783
"523","Phosphotyrosine","S-Adenosylmethionine (SAM)",3.64500171257136e-45,0.376004887774133
"524","Azelaic Acid","Betaine",3.70329518574716e-45,0.57881535790083
"525","3-(4-Hydroxyphenyl)Propionate","Hydrocinnamic Acid",3.70609545382783e-45,0.370441829056531
"526","Retinol","Succinylcarnitine",3.70609545382783e-45,-0.467232619461059
"527","Alpha-Ketoglutaric Acid","Succinylcarnitine",4.41767864596744e-45,0.456974725062705
"528","SAH","Thiamine",4.43993016277099e-45,0.512669625056274
"529","1/3-Methylhistidine","Spermidine",4.48871655376668e-45,0.447745835745064
"530","2-Aminoisobutyric Acid","IMP",5.33109819407048e-45,0.585310952472828
"531","Histamine","Hydrocinnamic Acid",5.36199512739e-45,0.402115891697215
"532","Adenosine","Uracil",5.38471939089689e-45,-0.449836002315261
"533","Cholecalciferol","N-Ac-Alanine",5.4641404760146e-45,-0.573477394044633
"534","cGMP","Glucosamine",6.16683519948537e-45,0.406392694063927
"535","1-Methyladenosine","Indole-3-Carboxylic Acid",6.33862318126692e-45,0.507042253521127
"536","3-Methyl-3-Hydroxyglutaric Acid","SAH",6.39703735951842e-45,0.529616052479259
"537","Cholecalciferol","UDP-GlcNAc",6.83046006164939e-45,-0.519197376037044
"538","2-Hydroxyphenylacetate","Glucosamine",7.25228348530915e-45,-0.445109010225738
"539","Adenosine","Aspartic Acid",7.49675468100124e-45,0.379091903016271
"540","Hypoxanthine","Nicotinic Acid",7.67892997985518e-45,0.564763007267348
"541","Histidine","Leucine /D-Norleucine",8.17643575847062e-45,0.509936330310631
"542","Methionine","Thiamine",8.26455039789005e-45,0.482378287992797
"543","2-Aminoadipate","Dimethylarginine (A/SDMA)",8.62369259952832e-45,0.533828542028426
"544","Alanine","Palmitic Acid",8.90137760436382e-45,0.598462923660686
"545","5,6-Dihydrouracil","Phosphorylcholine",9.14781044038962e-45,0.476268570326066
"546","Alpha-Ketoglutaric Acid","Maleic Acid",9.46385859409874e-45,-0.424914785516754
"547","D-Leucic Acid","GMP",9.7060983198376e-45,-0.489774262010419
"548","2-Hydroxyphenylacetate","Phosphotyrosine",9.71877509940406e-45,-0.343944948228182
"549","4-Pyridoxic Acid","Hydrocinnamic Acid",9.75816551577481e-45,-0.469708662936523
"550","Glutaric Acid","Reduced Glutathione",9.81167755716985e-45,-0.519100906810727
"551","Carnosine","Succinate",1.01539585050548e-44,-0.516110360794906
"552","Adenosine","Phosphotyrosine",1.02406392243414e-44,-0.459129204450447
"553","Choline","Retinol",1.13435119915735e-44,0.465817737475079
"554","Argininosuccinate","N-Acetyl-Aspartate (NAA)",1.62494723647533e-44,-0.413306321949965
"555","Cholecalciferol","Retinol",1.6941207276422e-44,0.680365296803653
"556","Agmatine","N-Acetyl-Aspartate (NAA)",1.71236844766609e-44,-0.417808219178082
"557","Biopterin","Taurine",1.77202168083273e-44,0.523570647630073
"558","DHAP/D-GA3P","NADH",1.78651330442141e-44,-0.408193452955174
"559","Aspartic Acid","cGMP",1.84445549919337e-44,-0.494565566917487
"560","2-Hydroxyphenylacetate","3-Methyl-3-Hydroxyglutaric Acid",1.98542213008999e-44,-0.442600810341501
"561","2-Aminoisobutyric Acid","Ribulose 5-Phosphate",2.0092364324985e-44,-0.447617210109975
"562","cGMP","Hypoxanthine",2.02182795550798e-44,-0.527847449996784
"563","Alanine","Citrulline",2.04539816988375e-44,0.513312753231719
"564","2-Aminoisobutyric Acid","Myristic Acid",2.11744292572646e-44,0.474307029390958
"565","1/3-Methylhistidine","Phosphotyrosine",2.28055285076195e-44,0.384719274551418
"566","Cysteinyl-Glycine (Cys-Gly)","Ethanolamine",2.41023737072287e-44,-0.449032092095955
"567","Phenylacetic Acid","S-Adenosylmethionine (SAM)",2.80183021677031e-44,-0.48723390571741
"568","Adenosine","N-Acetyl-Aspartate (NAA)",3.22142731137796e-44,0.40005788153579
"569","SAH","Urate",3.59799457116909e-44,-0.565792012348061
"570","Ethanolamine","Reduced Glutathione",3.63118781847576e-44,-0.443694128239758
"571","Hydrocinnamic Acid","SAH",3.69780183980892e-44,-0.384494179690012
"572","cAMP","Margaric Acid",3.70979586312938e-44,-0.44272943597659
"573","Choline","Ribose-5-P",3.71322600988994e-44,-0.486237057045469
"574","2'-Deoxycytidine","Aspartic Acid",3.78536199845841e-44,-0.37780564666538
"575","4-Pyridoxic Acid","Adenine",3.8388413657003e-44,-0.502926233198276
"576","Adenosine","Arabitol/Xylitol",3.98624420906001e-44,-0.477361888224323
